tweet_dt,topic,id,username,name,number of followers,tweet,tag_type,tag,sentiment,polarity,like_count,reply_count,retweet_count,account_start_date,verified_user,location,total number of tweets
2020-09-18,Pakistan,1306813009663266818,fazalnadeem,Fazal Nadeem,2127,"Pakistan wins stay over $6 billion penalty in Reko Diq case

AGP office terms the development a ‘success’ for Pakis… https://t.co/q9Fk5Pm5RG",,Pakis,POSITIVE,0.9433128833770752,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306812991703265280,asarpotar,Rajesh A,149,"1: China tells India to back off LAC - India problem. They will not budge
2: Nepal puts Indian Areas as their own i… https://t.co/Z5wQQqO6SQ",,China,NEGATIVE,-0.9526417851448059,0,0,0,2012-11-09 14:58:24,False,,14399
2020-09-18,Pakistan,1306812991703265280,asarpotar,Rajesh A,149,"1: China tells India to back off LAC - India problem. They will not budge
2: Nepal puts Indian Areas as their own i… https://t.co/Z5wQQqO6SQ",,India,NEGATIVE,-0.9526417851448059,0,0,0,2012-11-09 14:58:24,False,,14399
2020-09-18,Pakistan,1306812991703265280,asarpotar,Rajesh A,149,"1: China tells India to back off LAC - India problem. They will not budge
2: Nepal puts Indian Areas as their own i… https://t.co/Z5wQQqO6SQ",,LAC,NEGATIVE,-0.9526417851448059,0,0,0,2012-11-09 14:58:24,False,,14399
2020-09-18,Pakistan,1306812991703265280,asarpotar,Rajesh A,149,"1: China tells India to back off LAC - India problem. They will not budge
2: Nepal puts Indian Areas as their own i… https://t.co/Z5wQQqO6SQ",,India,NEGATIVE,-0.9526417851448059,0,0,0,2012-11-09 14:58:24,False,,14399
2020-09-18,Pakistan,1306812991703265280,asarpotar,Rajesh A,149,"1: China tells India to back off LAC - India problem. They will not budge
2: Nepal puts Indian Areas as their own i… https://t.co/Z5wQQqO6SQ",,Nepal,NEGATIVE,-0.9526417851448059,0,0,0,2012-11-09 14:58:24,False,,14399
2020-09-18,Pakistan,1306812991703265280,asarpotar,Rajesh A,149,"1: China tells India to back off LAC - India problem. They will not budge
2: Nepal puts Indian Areas as their own i… https://t.co/Z5wQQqO6SQ",,Indian Areas,NEGATIVE,-0.9526417851448059,0,0,0,2012-11-09 14:58:24,False,,14399
2020-09-18,Pakistan,1306812953207873538,mankopnn,ओल्ड मोंक ही जीवन है,67,"@Swwagatam @Arzookazmi30 This is not only pakistan it happens wherever muslim are in majority.
Understand the trend… https://t.co/8UU7Yz2TCK",,pakistan,POSITIVE,0.87098628282547,0,0,0,2009-08-20 12:32:40,False,Delhi,6061
2020-09-18,Pakistan,1306812924850126848,Raj63245195,Raj the infidel,271,"@kashmirosint Not going to make any difference. If there's a war between India&amp; Pakistan again, we'll take our land back",,India,NEGATIVE,-0.9999821186065674,1,0,0,2019-12-25 09:37:48,False,Qatar,27860
2020-09-18,Pakistan,1306812924850126848,Raj63245195,Raj the infidel,271,"@kashmirosint Not going to make any difference. If there's a war between India&amp; Pakistan again, we'll take our land back",,Pakistan,NEGATIVE,-0.9999821186065674,1,0,0,2019-12-25 09:37:48,False,Qatar,27860
2020-09-18,Pakistan,1306812921129902080,fazalnadeem,Fazal Nadeem,2127,Upcoming #FATF review to go well for Pakistan: Chinese envoy https://t.co/qesoLoMEUt,,FATF,POSITIVE,0.5734474062919617,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306812921129902080,fazalnadeem,Fazal Nadeem,2127,Upcoming #FATF review to go well for Pakistan: Chinese envoy https://t.co/qesoLoMEUt,,Pakistan,POSITIVE,0.5734474062919617,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306812921129902080,fazalnadeem,Fazal Nadeem,2127,Upcoming #FATF review to go well for Pakistan: Chinese envoy https://t.co/qesoLoMEUt,,Chinese,POSITIVE,0.5734474062919617,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306812921129902080,fazalnadeem,Fazal Nadeem,2127,Upcoming #FATF review to go well for Pakistan: Chinese envoy https://t.co/qesoLoMEUt,Hashtag,#FATF,POSITIVE,0.5734474062919617,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306812910945984513,ghoshpp1,🙏 उत्तिष्ठ भारत ।। Rising Bharat 🙏,124,@atahasnain53 Sir I think he is talking with ref to Pakistan Army. No logic will work with him,,Pakistan Army,NEGATIVE,-0.9998072981834412,0,0,0,2020-02-22 15:23:56,False,भारत,11750
2020-09-18,Pakistan,1306812891673231360,iprashantvns,🔱प्रशांत🔱,248,"Idea Society= Pakistan?
Inclusive like Pakistan?
How straight forward and clear in vision they are. While others ca… https://t.co/7nYpdmB4CS",,Pakistan,POSITIVE,0.9942508935928345,0,0,0,2013-05-14 18:35:14,False,Bharat bhumi,13905
2020-09-18,Pakistan,1306812891673231360,iprashantvns,🔱प्रशांत🔱,248,"Idea Society= Pakistan?
Inclusive like Pakistan?
How straight forward and clear in vision they are. While others ca… https://t.co/7nYpdmB4CS",,Pakistan,POSITIVE,0.9942508935928345,0,0,0,2013-05-14 18:35:14,False,Bharat bhumi,13905
2020-09-18,Pakistan,1306812882756149248,allone_sagar,The TRUTH- You can't handle it!,45,@Arzookazmi30 Wow. Congratulations.  You are becoming popular in India.  I like progressive people like you.  But a… https://t.co/wXmgXVxWSR,,India,POSITIVE,0.8672100901603699,0,0,0,2020-05-09 13:17:03,False,,1373
2020-09-18,Pakistan,1306812866574639104,karmatheway,True Man,1,@AmitShah @narendramodi @rashtrapatibhvn India must devise a new map and pass a resolution to consider Pakistan as… https://t.co/WDiY2pMSEX,,India,NEGATIVE,-0.8305264115333557,0,0,0,2020-02-18 05:06:27,False,,643
2020-09-18,Pakistan,1306812866574639104,karmatheway,True Man,1,@AmitShah @narendramodi @rashtrapatibhvn India must devise a new map and pass a resolution to consider Pakistan as… https://t.co/WDiY2pMSEX,,Pakistan,NEGATIVE,-0.8305264115333557,0,0,0,2020-02-18 05:06:27,False,,643
2020-09-18,Pakistan,1306812826204270594,gents77,Gentle Raj,162,"@deespeak If Jaya ji is right , Pakistan is also right, china is also right. They are doing good for their country.… https://t.co/gfs5Yakikk",,Jaya ji,POSITIVE,0.7998745441436768,0,0,0,2013-11-08 17:25:58,False,,144
2020-09-18,Pakistan,1306812826204270594,gents77,Gentle Raj,162,"@deespeak If Jaya ji is right , Pakistan is also right, china is also right. They are doing good for their country.… https://t.co/gfs5Yakikk",,Pakistan,POSITIVE,0.7998745441436768,0,0,0,2013-11-08 17:25:58,False,,144
2020-09-18,Pakistan,1306812826204270594,gents77,Gentle Raj,162,"@deespeak If Jaya ji is right , Pakistan is also right, china is also right. They are doing good for their country.… https://t.co/gfs5Yakikk",,china,POSITIVE,0.7998745441436768,0,0,0,2013-11-08 17:25:58,False,,144
2020-09-18,Pakistan,1306812819086684160,masoodahmadsh11,Syed Masud Ahmad,49,@NasimZehra MAKE PAKISTAN A TRUE SECULAR STATE OR FACE CIVIL WAR IN NEAR FUTURE IF IT GOES ON LIKE THIS.,,NasimZehra,NEGATIVE,-0.8871700763702393,0,0,0,2016-06-10 05:43:14,False,,5315
2020-09-18,Pakistan,1306812819086684160,masoodahmadsh11,Syed Masud Ahmad,49,@NasimZehra MAKE PAKISTAN A TRUE SECULAR STATE OR FACE CIVIL WAR IN NEAR FUTURE IF IT GOES ON LIKE THIS.,,PAKISTAN,NEGATIVE,-0.8871700763702393,0,0,0,2016-06-10 05:43:14,False,,5315
2020-09-18,Pakistan,1306812784496324608,HamzaNa94309557,Hamza Shakeel,19,What are you all doing kindly!! Be Muslims leave this sectarian issues Believe in one God !!! Why are you all tryin… https://t.co/wcR6aCQJQq,,Muslims,NEGATIVE,-0.9998465776443481,0,0,1,2020-09-05 17:43:57,False,,894
2020-09-18,Pakistan,1306812784496324608,HamzaNa94309557,Hamza Shakeel,19,What are you all doing kindly!! Be Muslims leave this sectarian issues Believe in one God !!! Why are you all tryin… https://t.co/wcR6aCQJQq,,God,NEGATIVE,-0.9998465776443481,0,0,1,2020-09-05 17:43:57,False,,894
2020-09-18,Pakistan,1306812712933101571,TopTrendsWatch,Top Trends Watch 🇵🇰,6289,"Trending Topics in Pakistan on 18-Sep-20, 09:30:04

41 #pakistanmovingforward
42 #ibshamzahid
43… https://t.co/zt5KKf1HLQ",,Pakistan,POSITIVE,0.9954289197921753,1,0,1,2010-03-18 06:47:03,False,Pakistan,71292
2020-09-18,Pakistan,1306812712933101571,TopTrendsWatch,Top Trends Watch 🇵🇰,6289,"Trending Topics in Pakistan on 18-Sep-20, 09:30:04

41 #pakistanmovingforward
42 #ibshamzahid
43… https://t.co/zt5KKf1HLQ",Hashtag,#pakistanmovingforward,POSITIVE,0.9954289197921753,1,0,1,2010-03-18 06:47:03,False,Pakistan,71292
2020-09-18,Pakistan,1306812712933101571,TopTrendsWatch,Top Trends Watch 🇵🇰,6289,"Trending Topics in Pakistan on 18-Sep-20, 09:30:04

41 #pakistanmovingforward
42 #ibshamzahid
43… https://t.co/zt5KKf1HLQ",Hashtag,#ibshamzahid,POSITIVE,0.9954289197921753,1,0,1,2010-03-18 06:47:03,False,Pakistan,71292
2020-09-18,Pakistan,1306812699158999041,bilalgilani,Bilal I Gilani,2413,"If Telenor and Ufone join forces, the entity will enjoy 40% of all subscribers in Pakistan.",,Telenor,POSITIVE,0.9737938642501831,2,0,0,2009-06-27 21:30:07,False,Islamabad Lahore Karachi ,7077
2020-09-18,Pakistan,1306812699158999041,bilalgilani,Bilal I Gilani,2413,"If Telenor and Ufone join forces, the entity will enjoy 40% of all subscribers in Pakistan.",,Ufone,POSITIVE,0.9737938642501831,2,0,0,2009-06-27 21:30:07,False,Islamabad Lahore Karachi ,7077
2020-09-18,Pakistan,1306812699158999041,bilalgilani,Bilal I Gilani,2413,"If Telenor and Ufone join forces, the entity will enjoy 40% of all subscribers in Pakistan.",,Pakistan,POSITIVE,0.9737938642501831,2,0,0,2009-06-27 21:30:07,False,Islamabad Lahore Karachi ,7077
2020-09-18,Pakistan,1306812698395541504,aasmaamir,ASMA AMIR,22,@Life_jiyo @Sadafpervez2 @murtazawahab1 We already live with unhygenic conditions in Pakistan and we are surviving… https://t.co/9zI90AudBa,,Pakistan,POSITIVE,0.8347179293632507,0,0,0,2010-07-03 12:01:40,False,,135
2020-09-18,Pakistan,1306812690833211393,mudassirr_alam,Mudassir Alam Jan,71,@twiflanker Yes! But the thing is GB can never be the province of Pakistan unless the Kashmir dispute is resolved.… https://t.co/GbEic7dHdU,,Pakistan,NEGATIVE,-0.6119168400764465,0,0,0,2016-08-24 01:20:40,False,"Gilgit-Baltistan, Pakistan",75
2020-09-18,Pakistan,1306812690833211393,mudassirr_alam,Mudassir Alam Jan,71,@twiflanker Yes! But the thing is GB can never be the province of Pakistan unless the Kashmir dispute is resolved.… https://t.co/GbEic7dHdU,,Kashmir,NEGATIVE,-0.6119168400764465,0,0,0,2016-08-24 01:20:40,False,"Gilgit-Baltistan, Pakistan",75
2020-09-18,Pakistan,1306812610512187392,LoshadSpaceport,Starships324,650,"@FlagsMashupBot Pakistan hates that, since this Bangladesh has become so American, it's not even a ""proper Muslim"" anymore.",,Pakistan,NEGATIVE,-0.9998602867126465,0,0,0,2017-02-15 08:35:41,False,"Seremban, Malaysia",14771
2020-09-18,Pakistan,1306812610512187392,LoshadSpaceport,Starships324,650,"@FlagsMashupBot Pakistan hates that, since this Bangladesh has become so American, it's not even a ""proper Muslim"" anymore.",,Bangladesh,NEGATIVE,-0.9998602867126465,0,0,0,2017-02-15 08:35:41,False,"Seremban, Malaysia",14771
2020-09-18,Pakistan,1306812610512187392,LoshadSpaceport,Starships324,650,"@FlagsMashupBot Pakistan hates that, since this Bangladesh has become so American, it's not even a ""proper Muslim"" anymore.",,American,NEGATIVE,-0.9998602867126465,0,0,0,2017-02-15 08:35:41,False,"Seremban, Malaysia",14771
2020-09-18,Pakistan,1306812610512187392,LoshadSpaceport,Starships324,650,"@FlagsMashupBot Pakistan hates that, since this Bangladesh has become so American, it's not even a ""proper Muslim"" anymore.",,Muslim,NEGATIVE,-0.9998602867126465,0,0,0,2017-02-15 08:35:41,False,"Seremban, Malaysia",14771
2020-09-18,Pakistan,1306812599040978944,aasmaamir,ASMA AMIR,22,@babai_anas @maryamnatalia5 @murtazawahab1 We already live with unhygenic conditions in Pakistan and we are survivi… https://t.co/F9s91vGBKb,,Pakistan,NEGATIVE,-0.7363519668579102,0,0,0,2010-07-03 12:01:40,False,,135
2020-09-18,Pakistan,1306812584440541185,umairmandokhel,MuSher,362,Pakistan drowned even deeper when Gen Raheel took charge. Gen Bajwa followed seniors. Group of mighty ones are unst… https://t.co/woSepHWNXV,,Pakistan,POSITIVE,0.7528765797615051,0,0,0,2012-01-02 16:41:22,False,None,12890
2020-09-18,Pakistan,1306812584440541185,umairmandokhel,MuSher,362,Pakistan drowned even deeper when Gen Raheel took charge. Gen Bajwa followed seniors. Group of mighty ones are unst… https://t.co/woSepHWNXV,,Raheel,POSITIVE,0.7528765797615051,0,0,0,2012-01-02 16:41:22,False,None,12890
2020-09-18,Pakistan,1306812584440541185,umairmandokhel,MuSher,362,Pakistan drowned even deeper when Gen Raheel took charge. Gen Bajwa followed seniors. Group of mighty ones are unst… https://t.co/woSepHWNXV,,Gen Bajwa,POSITIVE,0.7528765797615051,0,0,0,2012-01-02 16:41:22,False,None,12890
2020-09-18,Pakistan,1306812564509261824,Defence_360,Defence360_Official,13165,"It's been 2 days since china made, Pakistan's sub standard weak JF17 Thunder fighter jet crashed there's no officia… https://t.co/lvSgWCR6th",,china,NEGATIVE,-0.9994229078292847,11,0,2,2016-08-19 09:02:36,False,Somewhere in the Middle east,36216
2020-09-18,Pakistan,1306812564509261824,Defence_360,Defence360_Official,13165,"It's been 2 days since china made, Pakistan's sub standard weak JF17 Thunder fighter jet crashed there's no officia… https://t.co/lvSgWCR6th",,Pakistan,NEGATIVE,-0.9994229078292847,11,0,2,2016-08-19 09:02:36,False,Somewhere in the Middle east,36216
2020-09-18,Pakistan,1306812564509261824,Defence_360,Defence360_Official,13165,"It's been 2 days since china made, Pakistan's sub standard weak JF17 Thunder fighter jet crashed there's no officia… https://t.co/lvSgWCR6th",,JF17 Thunder,NEGATIVE,-0.9994229078292847,11,0,2,2016-08-19 09:02:36,False,Somewhere in the Middle east,36216
2020-09-18,Pakistan,1306812541256044551,Dexteristhename,Dexter,35,"@CMShehbaz May Allah destroyed anyone who have looted, the resources of Pakistan and TRANSFERRED Billion to offshore account.",,Allah,NEGATIVE,-0.9996381998062134,0,0,0,2019-07-02 09:33:32,False,Not your concern,3674
2020-09-18,Pakistan,1306812541256044551,Dexteristhename,Dexter,35,"@CMShehbaz May Allah destroyed anyone who have looted, the resources of Pakistan and TRANSFERRED Billion to offshore account.",,Pakistan,NEGATIVE,-0.9996381998062134,0,0,0,2019-07-02 09:33:32,False,Not your concern,3674
2020-09-18,Pakistan,1306812528173953024,trahmed48,Tariq Ahmed,4,"@kichu7416 @PravinSawhney Similarly, India tries to bully Pakistan by creating false flag ops.  They even refuse to… https://t.co/5BH7LatkVQ",,India,NEGATIVE,-0.9984185695648193,0,0,0,2012-01-25 23:58:28,False,Chicago,8
2020-09-18,Pakistan,1306812528173953024,trahmed48,Tariq Ahmed,4,"@kichu7416 @PravinSawhney Similarly, India tries to bully Pakistan by creating false flag ops.  They even refuse to… https://t.co/5BH7LatkVQ",,Pakistan,NEGATIVE,-0.9984185695648193,0,0,0,2012-01-25 23:58:28,False,Chicago,8
